Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú
B24DCCC090,2024-03-19,gg,Học tập,233764,Chi phí cần thiết trong tháng
B24DCCC090,2024-03-04,gg,Học tập,183074,Khoản chi đột xuất
B24DCCC090,2024-03-12,gg,Di chuyển,163167,Thanh toán dịch vụ
B24DCCC090,2024-03-09,gg,Mua sắm,170125,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-06-06,gg,Khác,398607,Khoản chi đột xuất
B24DCCC090,2024-08-26,gg,Ăn uống,21874,Chi phí cần thiết trong tháng
B24DCCC090,2024-10-14,gg,Mua sắm,122558,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-11-17,gg,Học tập,152838,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-08-01,gg,Di chuyển,276391,Khoản chi đột xuất
B24DCCC090,2024-03-17,gg,Học tập,474879,Khoản chi đột xuất
B24DCCC090,2024-11-03,gg,Ăn uống,420158,Thanh toán dịch vụ
B24DCCC090,2024-08-11,gg,Khác,336460,Khoản chi đột xuất
B24DCCC090,2024-12-23,gg,Mua sắm,183121,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-07,gg,Khác,164890,Thanh toán dịch vụ
B24DCCC090,2024-11-06,gg,Mua sắm,374636,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-08-18,gg,Di chuyển,249989,Khoản chi đột xuất
B24DCCC090,2024-05-25,gg,Di chuyển,137048,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-08,gg,Khác,260238,Chi phí cần thiết trong tháng
B24DCCC090,2024-03-08,gg,Ăn uống,209723,Khoản chi đột xuất
B24DCCC090,2024-08-01,gg,Di chuyển,434153,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-03,gg,Ăn uống,154580,Khoản chi đột xuất
B24DCCC090,2024-05-08,gg,Khác,89235,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-07-04,gg,Học tập,483778,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-25,gg,Y tế,268955,Khoản chi đột xuất
B24DCCC090,2024-11-26,gg,Giải trí,202163,Khoản chi đột xuất
B24DCCC090,2024-08-17,gg,Mua sắm,296050,Khoản chi đột xuất
B24DCCC090,2024-06-10,gg,Giải trí,129462,Thanh toán dịch vụ
B24DCCC090,2024-07-20,gg,Di chuyển,254547,Thanh toán dịch vụ
B24DCCC090,2024-08-01,gg,Học tập,30244,Thanh toán dịch vụ
B24DCCC090,2024-04-11,gg,Mua sắm,344820,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-08-11,gg,Mua sắm,483608,Thanh toán dịch vụ
B24DCCC090,2024-08-19,gg,Di chuyển,347933,Thanh toán dịch vụ
B24DCCC090,2024-10-31,gg,Giải trí,465637,Thanh toán dịch vụ
B24DCCC090,2024-12-27,gg,Giải trí,193615,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-24,gg,Y tế,355531,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-13,gg,Di chuyển,311624,Khoản chi đột xuất
B24DCCC090,2024-05-10,gg,Y tế,72967,Thanh toán dịch vụ
B24DCCC090,2024-03-27,gg,Khác,48184,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-07-22,gg,Mua sắm,248212,Thanh toán dịch vụ
B24DCCC090,2024-08-30,gg,Y tế,39595,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-05-26,gg,Giải trí,118676,Khoản chi đột xuất
B24DCCC090,2024-05-27,gg,Mua sắm,59876,Khoản chi đột xuất
B24DCCC090,2024-01-26,gg,Học tập,293417,Thanh toán dịch vụ
B24DCCC090,2024-05-04,gg,Ăn uống,32352,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-29,gg,Di chuyển,451840,Khoản chi đột xuất
B24DCCC090,2024-02-04,gg,Di chuyển,116652,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-10,gg,Ăn uống,460582,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-09,gg,Di chuyển,262676,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-31,gg,Học tập,277135,Thanh toán dịch vụ
B24DCCC090,2024-05-23,gg,Ăn uống,63296,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-24,gg,Ăn uống,364242,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-27,gg,Y tế,316571,Khoản chi đột xuất
B24DCCC090,2024-04-12,gg,Học tập,490791,Khoản chi đột xuất
B24DCCC090,2024-10-26,gg,Mua sắm,302872,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-23,gg,Y tế,499124,Thanh toán dịch vụ
B24DCCC090,2024-01-12,gg,Khác,89749,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-19,gg,Khác,205665,Thanh toán dịch vụ
B24DCCC090,2024-02-02,gg,Học tập,411787,Khoản chi đột xuất
B24DCCC090,2024-04-02,gg,Giải trí,223176,Khoản chi đột xuất
B24DCCC090,2024-11-03,gg,Khác,377553,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-06-17,gg,Di chuyển,106283,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-14,gg,Mua sắm,343262,Khoản chi đột xuất
B24DCCC090,2024-10-11,gg,Y tế,431148,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-23,gg,Giải trí,429387,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-23,gg,Học tập,428703,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-08,gg,Học tập,41923,Khoản chi đột xuất
B24DCCC090,2024-11-27,gg,Ăn uống,237228,Khoản chi đột xuất
B24DCCC090,2024-02-23,gg,Mua sắm,104949,Thanh toán dịch vụ
B24DCCC090,2024-09-04,gg,Giải trí,154936,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-05-24,gg,Giải trí,85119,Chi phí cần thiết trong tháng
B24DCCC090,2024-08-02,gg,Y tế,268577,Khoản chi đột xuất
B24DCCC090,2024-03-01,gg,Khác,363494,Thanh toán dịch vụ
B24DCCC090,2024-09-18,gg,Mua sắm,431708,Khoản chi đột xuất
B24DCCC090,2024-09-28,gg,Mua sắm,93742,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-10,gg,Di chuyển,84171,Thanh toán dịch vụ
B24DCCC090,2024-04-24,gg,Học tập,282027,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-28,gg,Học tập,61115,Thanh toán dịch vụ
B24DCCC090,2024-02-04,gg,Giải trí,445572,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-03-12,gg,Khác,171371,Thanh toán dịch vụ
B24DCCC090,2024-04-11,gg,Khác,94772,Khoản chi đột xuất
B24DCCC090,2024-08-25,gg,Ăn uống,452544,Khoản chi đột xuất
B24DCCC090,2024-01-07,gg,Di chuyển,254653,Thanh toán dịch vụ
B24DCCC090,2024-07-22,gg,Mua sắm,215908,Chi phí cần thiết trong tháng
B24DCCC090,2024-10-08,gg,Học tập,267636,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-09-06,gg,Di chuyển,418900,Khoản chi đột xuất
B24DCCC090,2024-12-30,gg,Y tế,477992,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-31,gg,Giải trí,59252,Khoản chi đột xuất
B24DCCC090,2024-09-09,gg,Mua sắm,45268,Khoản chi đột xuất
B24DCCC090,2024-07-27,gg,Khác,247151,Khoản chi đột xuất
B24DCCC090,2024-06-03,gg,Khác,33938,Thanh toán dịch vụ
B24DCCC090,2024-10-24,gg,Học tập,132671,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-05-10,gg,Ăn uống,320400,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-16,gg,Di chuyển,46702,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-06,gg,Ăn uống,300176,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-03,gg,Y tế,31434,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-11-20,gg,Y tế,470087,Chi phí cần thiết trong tháng
B24DCCC090,2024-03-05,gg,Khác,468182,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-25,gg,Giải trí,194545,Khoản chi đột xuất
B24DCCC090,2024-12-21,gg,Mua sắm,76061,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-09,gg,Di chuyển,103797,Thanh toán dịch vụ
B24DCCC090,2024-08-31,gg,Di chuyển,22132,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-07,gg,Mua sắm,303693,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-15,gg,Khác,354355,Thanh toán dịch vụ
B24DCCC090,2024-05-14,gg,Khác,279037,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-22,gg,Học tập,451099,Khoản chi đột xuất
B24DCCC090,2024-01-02,gg,Giải trí,174301,Chi phí cần thiết trong tháng
B24DCCC090,2024-06-25,gg,Giải trí,118976,Khoản chi đột xuất
B24DCCC090,2024-10-25,gg,Y tế,450201,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-07-01,gg,Di chuyển,285992,Khoản chi đột xuất
B24DCCC090,2024-01-25,gg,Mua sắm,121040,Thanh toán dịch vụ
B24DCCC090,2024-12-08,gg,Khác,180706,Thanh toán dịch vụ
B24DCCC090,2024-03-08,gg,Mua sắm,190705,Khoản chi đột xuất
B24DCCC090,2024-05-06,gg,Ăn uống,87139,Khoản chi đột xuất
B24DCCC090,2024-09-10,gg,Giải trí,212798,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-11-04,gg,Di chuyển,265766,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-28,gg,Khác,166013,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-27,gg,Ăn uống,360373,Khoản chi đột xuất
B24DCCC090,2024-04-01,gg,Giải trí,248358,Thanh toán dịch vụ
B24DCCC090,2024-01-04,gg,Ăn uống,478779,Thanh toán dịch vụ
B24DCCC090,2024-07-08,gg,Mua sắm,115325,Khoản chi đột xuất
B24DCCC090,2024-01-01,gg,Ăn uống,171524,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-18,gg,Học tập,365499,Chi phí cần thiết trong tháng
B24DCCC090,2024-06-23,gg,Ăn uống,279457,Khoản chi đột xuất
B24DCCC090,2024-10-09,gg,Ăn uống,302694,Chi phí cần thiết trong tháng
B24DCCC090,2024-08-12,gg,Ăn uống,161643,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-25,gg,Mua sắm,472363,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-26,gg,Giải trí,126751,Chi phí cần thiết trong tháng
B24DCCC090,2024-02-20,gg,Học tập,208675,Thanh toán dịch vụ
B24DCCC090,2024-08-10,gg,Học tập,90337,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-26,gg,Mua sắm,319297,Thanh toán dịch vụ
B24DCCC090,2024-11-18,gg,Mua sắm,450578,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-07,gg,Khác,93707,Khoản chi đột xuất
B24DCCC090,2024-07-15,gg,Di chuyển,419023,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-27,gg,Mua sắm,90491,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-27,gg,Y tế,205990,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-05-04,gg,Khác,353683,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-12,gg,Khác,113407,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-08-02,gg,Mua sắm,122843,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-20,gg,Di chuyển,36810,Khoản chi đột xuất
B24DCCC090,2024-04-23,gg,Học tập,264806,Khoản chi đột xuất
B24DCCC090,2024-05-13,gg,Khác,281183,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-02-10,gg,Y tế,129880,Khoản chi đột xuất
B24DCCC090,2024-08-27,gg,Mua sắm,486381,Chi phí cần thiết trong tháng
B24DCCC090,2024-06-16,gg,Khác,390645,Thanh toán dịch vụ
B24DCCC090,2024-11-22,gg,Ăn uống,189983,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-12,gg,Khác,330106,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-09-18,gg,Ăn uống,150200,Thanh toán dịch vụ
B24DCCC090,2024-02-22,gg,Giải trí,125880,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-02-15,gg,Giải trí,120559,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-31,gg,Khác,460919,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-05,gg,Giải trí,129692,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-30,gg,Y tế,186830,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-09,gg,Học tập,334476,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-02-21,gg,Giải trí,166326,Thanh toán dịch vụ
B24DCCC090,2024-10-07,gg,Y tế,154425,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-01,gg,Di chuyển,107080,Thanh toán dịch vụ
B24DCCC090,2024-07-04,gg,Ăn uống,87555,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-29,gg,Di chuyển,487980,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-22,gg,Giải trí,214315,Thanh toán dịch vụ
B24DCCC090,2024-05-23,gg,Mua sắm,473658,Khoản chi đột xuất
B24DCCC090,2024-11-21,gg,Y tế,461580,Thanh toán dịch vụ
B24DCCC090,2024-08-12,gg,Học tập,138872,Khoản chi đột xuất
B24DCCC090,2024-10-03,gg,Giải trí,40271,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-05-22,gg,Học tập,25622,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-06-12,gg,Mua sắm,317060,Thanh toán dịch vụ
B24DCCC090,2024-04-18,gg,Y tế,398039,Khoản chi đột xuất
B24DCCC090,2024-06-11,gg,Giải trí,196904,Khoản chi đột xuất
B24DCCC090,2024-07-30,gg,Mua sắm,387991,Khoản chi đột xuất
B24DCCC090,2024-04-06,gg,Ăn uống,127988,Chi phí cần thiết trong tháng
B24DCCC090,2024-08-07,gg,Học tập,431747,Thanh toán dịch vụ
B24DCCC090,2024-04-08,gg,Ăn uống,44586,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-05,gg,Di chuyển,127475,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-15,gg,Y tế,225730,Chi phí cần thiết trong tháng
B24DCCC090,2024-12-14,gg,Mua sắm,424390,Khoản chi đột xuất
B24DCCC090,2024-08-07,gg,Ăn uống,379818,Khoản chi đột xuất
B24DCCC090,2024-03-11,gg,Học tập,469081,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-15,gg,Khác,466449,Chi phí cần thiết trong tháng
B24DCCC090,2024-10-08,gg,Di chuyển,130189,Thanh toán dịch vụ
B24DCCC090,2024-07-27,gg,Mua sắm,149362,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-18,gg,Y tế,272288,Khoản chi đột xuất
B24DCCC090,2024-04-02,gg,Mua sắm,402533,Chi phí cần thiết trong tháng
B24DCCC090,2024-03-14,gg,Mua sắm,278236,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-08,gg,Y tế,124485,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-08,gg,Khác,405058,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-03,gg,Khác,472966,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-18,gg,Y tế,91701,Khoản chi đột xuất
B24DCCC090,2024-07-18,gg,Mua sắm,207351,Thanh toán dịch vụ
B24DCCC090,2024-06-26,gg,Ăn uống,241620,Thanh toán dịch vụ
B24DCCC090,2024-05-18,gg,Học tập,151011,Thanh toán dịch vụ
B24DCCC090,2024-10-13,gg,Y tế,268386,Khoản chi đột xuất
B24DCCC090,2024-09-17,gg,Học tập,362534,Thanh toán dịch vụ
B24DCCC090,2024-08-24,gg,Ăn uống,417685,Chi phí cần thiết trong tháng
B24DCCC090,2024-10-22,gg,Mua sắm,395513,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-15,gg,Mua sắm,180118,Chi phí cần thiết trong tháng
B24DCCC090,2024-12-01,gg,Học tập,365370,Khoản chi đột xuất
B24DCCC090,2024-05-31,gg,Giải trí,69856,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-14,gg,Ăn uống,68118,Chi phí cần thiết trong tháng
B24DCCC090,2024-06-10,gg,Mua sắm,348767,Khoản chi đột xuất
B24DCCC090,2024-03-19,gg,Khác,341715,Khoản chi đột xuất
B24DCCC090,2024-08-01,gg,Mua sắm,231567,Khoản chi đột xuất
B24DCCC090,2024-09-15,gg,Y tế,290922,Chi phí cần thiết trong tháng
B24DCCC090,2024-03-03,gg,Giải trí,271347,Khoản chi đột xuất
B24DCCC090,2024-06-10,gg,Học tập,80802,Thanh toán dịch vụ
B24DCCC090,2024-10-04,gg,Ăn uống,196667,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-07,gg,Học tập,79198,Khoản chi đột xuất
B24DCCC090,2024-01-15,gg,Ăn uống,42702,Thanh toán dịch vụ
B24DCCC090,2024-12-14,gg,Mua sắm,462746,Chi phí cần thiết trong tháng
B24DCCC090,2024-03-09,gg,Y tế,474832,Thanh toán dịch vụ
B24DCCC090,2024-10-02,gg,Khác,218333,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-01,gg,Di chuyển,493389,Thanh toán dịch vụ
B24DCCC090,2024-08-25,gg,Khác,104009,Chi phí cần thiết trong tháng
B24DCCC090,2024-02-26,gg,Khác,68402,Thanh toán dịch vụ
B24DCCC090,2024-02-05,gg,Mua sắm,343093,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-30,gg,Giải trí,193776,Thanh toán dịch vụ
B24DCCC090,2024-07-22,gg,Ăn uống,186612,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-27,gg,Ăn uống,425913,Thanh toán dịch vụ
B24DCCC090,2024-10-28,gg,Giải trí,77734,Khoản chi đột xuất
B24DCCC090,2024-08-29,gg,Y tế,162967,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-22,gg,Di chuyển,206525,Thanh toán dịch vụ
B24DCCC090,2024-10-15,gg,Giải trí,171768,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-07-22,gg,Giải trí,174044,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-02,gg,Khác,142804,Thanh toán dịch vụ
B24DCCC090,2024-09-13,gg,Giải trí,306510,Chi phí cần thiết trong tháng
B24DCCC090,2024-02-03,gg,Giải trí,183134,Khoản chi đột xuất
B24DCCC090,2024-11-27,gg,Ăn uống,312269,Chi phí cần thiết trong tháng
B24DCCC090,2024-08-07,gg,Ăn uống,211876,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-30,gg,Ăn uống,426945,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-11-15,gg,Mua sắm,352907,Khoản chi đột xuất
B24DCCC090,2024-05-29,gg,Học tập,62589,Thanh toán dịch vụ
B24DCCC090,2024-04-18,gg,Di chuyển,396000,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-05,gg,Mua sắm,144684,Thanh toán dịch vụ
B24DCCC090,2024-05-11,gg,Ăn uống,261059,Thanh toán dịch vụ
B24DCCC090,2024-02-02,gg,Mua sắm,490303,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-05,gg,Khác,398630,Thanh toán dịch vụ
B24DCCC090,2024-08-19,gg,Mua sắm,58094,Thanh toán dịch vụ
B24DCCC090,2024-10-31,gg,Khác,476237,Khoản chi đột xuất
B24DCCC090,2024-06-03,gg,Học tập,218397,Khoản chi đột xuất
B24DCCC090,2024-01-20,gg,Khác,370586,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-01,gg,Giải trí,175876,Khoản chi đột xuất
B24DCCC090,2024-01-23,gg,Giải trí,140679,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-21,gg,Di chuyển,483886,Thanh toán dịch vụ
B24DCCC090,2024-02-04,gg,Học tập,466266,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-02,gg,Y tế,410308,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-11-26,gg,Khác,406855,Thanh toán dịch vụ
B24DCCC090,2024-04-25,gg,Di chuyển,289064,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-24,gg,Ăn uống,281708,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-01,gg,Mua sắm,416383,Thanh toán dịch vụ
B24DCCC090,2024-05-28,gg,Khác,261026,Khoản chi đột xuất
B24DCCC090,2024-03-27,gg,Ăn uống,198046,Khoản chi đột xuất
B24DCCC090,2024-05-30,gg,Học tập,322388,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-28,gg,Giải trí,179099,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-04,gg,Khác,218036,Chi phí cần thiết trong tháng
B24DCCC090,2024-12-27,gg,Y tế,461833,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-18,gg,Học tập,35982,Thanh toán dịch vụ
B24DCCC090,2024-10-25,gg,Giải trí,369763,Khoản chi đột xuất
B24DCCC090,2024-08-04,gg,Di chuyển,50688,Thanh toán dịch vụ
B24DCCC090,2024-10-06,gg,Di chuyển,71784,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-11-29,gg,Y tế,47680,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-25,gg,Y tế,259300,Khoản chi đột xuất
B24DCCC090,2024-05-09,gg,Mua sắm,458813,Chi phí cần thiết trong tháng
B24DCCC090,2024-06-25,gg,Khác,136280,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-07-10,gg,Mua sắm,276175,Khoản chi đột xuất
B24DCCC090,2024-10-09,gg,Mua sắm,424932,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-27,gg,Học tập,101441,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-28,gg,Khác,319960,Thanh toán dịch vụ
B24DCCC090,2024-03-20,gg,Y tế,141029,Thanh toán dịch vụ
B24DCCC090,2024-11-01,gg,Khác,138420,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-06,gg,Ăn uống,177577,Thanh toán dịch vụ
B24DCCC090,2024-05-29,gg,Y tế,131941,Khoản chi đột xuất
B24DCCC090,2024-03-21,gg,Học tập,187063,Thanh toán dịch vụ
B24DCCC090,2024-05-22,gg,Y tế,121076,Thanh toán dịch vụ
B24DCCC090,2024-12-09,gg,Mua sắm,424375,Khoản chi đột xuất
B24DCCC090,2024-01-05,gg,Y tế,60761,Khoản chi đột xuất
B24DCCC090,2024-10-24,gg,Học tập,309337,Khoản chi đột xuất
B24DCCC090,2024-01-01,gg,Mua sắm,186146,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-02,gg,Học tập,464315,Khoản chi đột xuất
B24DCCC090,2024-02-02,gg,Y tế,315627,Thanh toán dịch vụ
B24DCCC090,2024-05-04,gg,Giải trí,388083,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-17,gg,Khác,209308,Thanh toán dịch vụ
B24DCCC090,2024-06-03,gg,Di chuyển,395989,Khoản chi đột xuất
B24DCCC090,2024-09-29,gg,Giải trí,485610,Chi phí cần thiết trong tháng
B24DCCC090,2024-06-20,gg,Di chuyển,45687,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-09-29,gg,Di chuyển,135653,Khoản chi đột xuất
B24DCCC090,2024-02-02,gg,Giải trí,256324,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-17,gg,Khác,397492,Thanh toán dịch vụ
B24DCCC090,2024-07-30,gg,Y tế,459025,Thanh toán dịch vụ
B24DCCC090,2024-12-05,gg,Mua sắm,382716,Khoản chi đột xuất
B24DCCC090,2024-07-09,gg,Học tập,415919,Thanh toán dịch vụ
B24DCCC090,2024-12-24,gg,Học tập,253232,Khoản chi đột xuất
B24DCCC090,2024-02-16,gg,Mua sắm,357054,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-01-11,gg,Giải trí,125550,Thanh toán dịch vụ
B24DCCC090,2024-03-25,gg,Mua sắm,56270,Khoản chi đột xuất
B24DCCC090,2024-02-28,gg,Ăn uống,222465,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-12-12,gg,Mua sắm,296692,Chi phí cần thiết trong tháng
B24DCCC090,2024-07-10,gg,Học tập,70072,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-05,gg,Học tập,181617,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-12,gg,Học tập,132075,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-03-03,gg,Giải trí,211371,Thanh toán dịch vụ
B24DCCC090,2024-09-19,gg,Học tập,294600,Khoản chi đột xuất
B24DCCC090,2024-07-24,gg,Học tập,356657,Chi phí cần thiết trong tháng
B24DCCC090,2024-09-21,gg,Giải trí,210527,Chi phí cần thiết trong tháng
B24DCCC090,2024-01-06,gg,Ăn uống,304930,Chi phí cần thiết trong tháng
B24DCCC090,2024-05-02,gg,Y tế,454906,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-04,gg,Học tập,61949,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-04-29,gg,Mua sắm,86682,Khoản chi đột xuất
B24DCCC090,2024-04-14,gg,Khác,61762,Thanh toán dịch vụ
B24DCCC090,2024-07-10,gg,Học tập,72339,Thanh toán dịch vụ
B24DCCC090,2024-05-13,gg,Mua sắm,241887,Chi phí cần thiết trong tháng
B24DCCC090,2024-08-20,gg,Giải trí,356844,Thanh toán dịch vụ
B24DCCC090,2024-02-08,gg,Giải trí,177923,Khoản chi đột xuất
B24DCCC090,2024-10-21,gg,Học tập,355279,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-09-10,gg,Y tế,428717,Thanh toán dịch vụ
B24DCCC090,2024-05-08,gg,Giải trí,268840,Khoản chi đột xuất
B24DCCC090,2024-03-08,gg,Y tế,455159,Chi phí cần thiết trong tháng
B24DCCC090,2024-11-25,gg,Khác,448996,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-02-26,gg,Giải trí,289831,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-28,gg,Ăn uống,376069,Chi phí cần thiết trong tháng
B24DCCC090,2024-02-10,gg,Y tế,326112,Thanh toán dịch vụ
B24DCCC090,2024-05-19,gg,Học tập,294685,Thanh toán dịch vụ
B24DCCC090,2024-07-02,gg,Ăn uống,348412,Khoản chi đột xuất
B24DCCC090,2024-12-08,gg,Y tế,314216,Khoản chi đột xuất
B24DCCC090,2024-11-21,gg,Ăn uống,374730,Khoản chi đột xuất
B24DCCC090,2024-08-02,gg,Học tập,102770,Khoản chi đột xuất
B24DCCC090,2024-04-08,gg,Ăn uống,69026,Thanh toán dịch vụ
B24DCCC090,2024-11-03,gg,Giải trí,364925,Khoản chi đột xuất
B24DCCC090,2024-05-07,gg,Học tập,440845,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-29,gg,Di chuyển,345436,Thanh toán dịch vụ
B24DCCC090,2024-06-13,gg,Y tế,206756,Phí dịch vụ hoặc tiện ích
B24DCCC090,2024-10-20,gg,Di chuyển,26113,Chi phí cần thiết trong tháng
B24DCCC090,2024-04-12,gg,Y tế,175863,Khoản chi đột xuất
B24DCCC090,2024-11-04,gg,Ăn uống,458980,Chi phí cần thiết trong tháng
B24DCCC090,2024-10-23,gg,Mua sắm,173964,Khoản chi đột xuất
B24DCCC090,2024-04-22,gg,Khác,32810,Khoản chi đột xuất
B24DCCC090,2024-11-05,gg,Di chuyển,220009,Khoản chi đột xuất
B24DCCC090,2024-01-24,gg,Giải trí,431591,Khoản chi đột xuất
